C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/12/2017,20:00:00,REGULAR,0001331536,0001187254                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/13/2017,00:00:00,REGULAR,0001331611,0001187312                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/13/2017,04:00:00,REGULAR,0001331625,0001187320                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/13/2017,08:00:00,REGULAR,0001331689,0001187392                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/13/2017,12:00:00,REGULAR,0001331871,0001187578                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/13/2017,16:00:00,REGULAR,0001332082,0001187675                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/13/2017,20:00:00,REGULAR,0001332345,0001187867                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/14/2017,00:00:00,REGULAR,0001332405,0001187940                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/14/2017,04:00:00,REGULAR,0001332416,0001187947                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/14/2017,08:00:00,REGULAR,0001332487,0001188045                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/14/2017,12:00:00,REGULAR,0001332674,0001188266                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/14/2017,16:00:00,REGULAR,0001332882,0001188406                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/14/2017,20:00:00,REGULAR,0001333157,0001188605                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/15/2017,00:00:00,REGULAR,0001333220,0001188665                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/15/2017,04:00:00,REGULAR,0001333225,0001188672                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/15/2017,08:00:00,REGULAR,0001333298,0001188752                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/15/2017,12:00:00,REGULAR,0001333489,0001188971                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/15/2017,16:00:00,REGULAR,0001333706,0001189082                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/15/2017,20:00:00,REGULAR,0001333981,0001189266                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/16/2017,00:00:00,REGULAR,0001334074,0001189317                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/16/2017,04:00:00,REGULAR,0001334085,0001189331                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/16/2017,08:00:00,REGULAR,0001334155,0001189406                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/16/2017,12:00:00,REGULAR,0001334330,0001189631                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/16/2017,16:00:00,REGULAR,0001334549,0001189756                                          
C008,R099,00-00-03,DEKALB AV,BDNQR,BMT,06/16/2017,20:00:00,REGULAR,0001334795,0001189949                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/10/2017,00:00:00,REGULAR,0003759730,0003029080                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/10/2017,04:00:00,REGULAR,0003759742,0003029094                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/10/2017,08:00:00,REGULAR,0003759767,0003029116                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/10/2017,12:00:00,REGULAR,0003759856,0003029205                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/10/2017,16:00:00,REGULAR,0003759976,0003029304                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/10/2017,20:00:00,REGULAR,0003760088,0003029413                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/11/2017,00:00:00,REGULAR,0003760139,0003029442                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/11/2017,04:00:00,REGULAR,0003760151,0003029461                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/11/2017,08:00:00,REGULAR,0003760170,0003029470                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/11/2017,12:00:00,REGULAR,0003760236,0003029515                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/11/2017,16:00:00,REGULAR,0003760336,0003029632                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/11/2017,20:00:00,REGULAR,0003760407,0003029701                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/12/2017,00:00:00,REGULAR,0003760433,0003029728                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/12/2017,04:00:00,REGULAR,0003760445,0003029737                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/12/2017,08:00:00,REGULAR,0003760520,0003029797                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/12/2017,12:00:00,REGULAR,0003760688,0003029977                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/12/2017,16:00:00,REGULAR,0003760912,0003030086                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/12/2017,20:00:00,REGULAR,0003761150,0003030278                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/13/2017,00:00:00,REGULAR,0003761187,0003030346                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/13/2017,04:00:00,REGULAR,0003761195,0003030353                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/13/2017,08:00:00,REGULAR,0003761239,0003030422                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/13/2017,12:00:00,REGULAR,0003761412,0003030581                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/13/2017,16:00:00,REGULAR,0003761589,0003030690                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/13/2017,20:00:00,REGULAR,0003761818,0003030877                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/14/2017,00:00:00,REGULAR,0003761869,0003030957                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/14/2017,04:00:00,REGULAR,0003761877,0003030969                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/14/2017,08:00:00,REGULAR,0003761938,0003031016                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/14/2017,12:00:00,REGULAR,0003762136,0003031171                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/14/2017,16:00:00,REGULAR,0003762291,0003031281                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/14/2017,20:00:00,REGULAR,0003762511,0003031507                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/15/2017,00:00:00,REGULAR,0003762574,0003031579                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/15/2017,04:00:00,REGULAR,0003762579,0003031591                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/15/2017,08:00:00,REGULAR,0003762635,0003031650                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/15/2017,12:00:00,REGULAR,0003762805,0003031841                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/15/2017,16:00:00,REGULAR,0003763006,0003031946                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/15/2017,20:00:00,REGULAR,0003763243,0003032147                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/16/2017,00:00:00,REGULAR,0003763299,0003032214                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/16/2017,04:00:00,REGULAR,0003763315,0003032222                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/16/2017,08:00:00,REGULAR,0003763371,0003032294                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/16/2017,12:00:00,REGULAR,0003763525,0003032500                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/16/2017,16:00:00,REGULAR,0003763704,0003032648                                          
C008,R099,00-03-00,DEKALB AV,BDNQR,BMT,06/16/2017,20:00:00,REGULAR,0003763901,0003032856                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/10/2017,00:00:00,REGULAR,0000532932,0000358489                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/10/2017,04:00:00,REGULAR,0000532949,0000358496                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/10/2017,08:00:00,REGULAR,0000532968,0000358510                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/10/2017,12:00:00,REGULAR,0000533067,0000358578                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/10/2017,16:00:00,REGULAR,0000533178,0000358665                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/10/2017,20:00:00,REGULAR,0000533294,0000358753                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/11/2017,00:00:00,REGULAR,0000533352,0000358789                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/11/2017,04:00:00,REGULAR,0000533373,0000358798                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/11/2017,08:00:00,REGULAR,0000533388,0000358809                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/11/2017,12:00:00,REGULAR,0000533460,0000358866                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/11/2017,16:00:00,REGULAR,0000533576,0000358974                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/11/2017,20:00:00,REGULAR,0000533670,0000359053                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/12/2017,00:00:00,REGULAR,0000533704,0000359075                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/12/2017,04:00:00,REGULAR,0000533710,0000359077                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/12/2017,08:00:00,REGULAR,0000533764,0000359141                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/12/2017,12:00:00,REGULAR,0000533949,0000359321                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/12/2017,16:00:00,REGULAR,0000534217,0000359430                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/12/2017,20:00:00,REGULAR,0000534443,0000359550                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/13/2017,00:00:00,REGULAR,0000534488,0000359590                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/13/2017,04:00:00,REGULAR,0000534498,0000359599                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/13/2017,08:00:00,REGULAR,0000534563,0000359656                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/13/2017,12:00:00,REGULAR,0000534771,0000359792                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/13/2017,16:00:00,REGULAR,0000534937,0000359869                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/13/2017,20:00:00,REGULAR,0000535137,0000359997                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/14/2017,00:00:00,REGULAR,0000535190,0000360035                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/14/2017,04:00:00,REGULAR,0000535196,0000360039                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/14/2017,08:00:00,REGULAR,0000535264,0000360102                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/14/2017,12:00:00,REGULAR,0000535466,0000360251                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/14/2017,16:00:00,REGULAR,0000535639,0000360354                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/14/2017,20:00:00,REGULAR,0000535865,0000360475                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/15/2017,00:00:00,REGULAR,0000535927,0000360524                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/15/2017,04:00:00,REGULAR,0000535936,0000360526                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/15/2017,08:00:00,REGULAR,0000535996,0000360595                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/15/2017,12:00:00,REGULAR,0000536196,0000360757                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/15/2017,16:00:00,REGULAR,0000536426,0000360853                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/15/2017,20:00:00,REGULAR,0000536656,0000360991                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/16/2017,00:00:00,REGULAR,0000536734,0000361023                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/16/2017,04:00:00,REGULAR,0000536750,0000361028                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/16/2017,08:00:00,REGULAR,0000536806,0000361089                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/16/2017,12:00:00,REGULAR,0000537010,0000361263                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/16/2017,16:00:00,REGULAR,0000537201,0000361385                                          
C008,R099,00-03-01,DEKALB AV,BDNQR,BMT,06/16/2017,20:00:00,REGULAR,0000537407,0000361511                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/10/2017,00:00:00,REGULAR,0005414811,0003652057                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/10/2017,04:00:00,REGULAR,0005414839,0003652069                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/10/2017,08:00:00,REGULAR,0005414884,0003652088                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/10/2017,12:00:00,REGULAR,0005415018,0003652181                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/10/2017,16:00:00,REGULAR,0005415230,0003652289                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/10/2017,20:00:00,REGULAR,0005415412,0003652369                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/11/2017,00:00:00,REGULAR,0005415496,0003652407                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/11/2017,04:00:00,REGULAR,0005415519,0003652412                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/11/2017,08:00:00,REGULAR,0005415544,0003652425                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/11/2017,12:00:00,REGULAR,0005415641,0003652471                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/11/2017,16:00:00,REGULAR,0005415787,0003652589                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/11/2017,20:00:00,REGULAR,0005415896,0003652687                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/12/2017,00:00:00,REGULAR,0005415956,0003652705                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/12/2017,04:00:00,REGULAR,0005415968,0003652712                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/12/2017,08:00:00,REGULAR,0005416063,0003652801                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/12/2017,12:00:00,REGULAR,0005416383,0003652999                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/12/2017,16:00:00,REGULAR,0005416743,0003653111                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/12/2017,20:00:00,REGULAR,0005417076,0003653230                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/13/2017,00:00:00,REGULAR,0005417157,0003653259                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/13/2017,04:00:00,REGULAR,0005417172,0003653271                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/13/2017,08:00:00,REGULAR,0005417287,0003653341                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/13/2017,12:00:00,REGULAR,0005417643,0003653526                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/13/2017,16:00:00,REGULAR,0005417906,0003653639                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/13/2017,20:00:00,REGULAR,0005418222,0003653755                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/14/2017,00:00:00,REGULAR,0005418303,0003653789                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/14/2017,04:00:00,REGULAR,0005418314,0003653796                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/14/2017,08:00:00,REGULAR,0005418429,0003653855                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/14/2017,12:00:00,REGULAR,0005418813,0003654078                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/14/2017,16:00:00,REGULAR,0005419090,0003654206                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/14/2017,20:00:00,REGULAR,0005419373,0003654324                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/15/2017,00:00:00,REGULAR,0005419462,0003654357                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/15/2017,04:00:00,REGULAR,0005419472,0003654367                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/15/2017,08:00:00,REGULAR,0005419570,0003654445                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/15/2017,12:00:00,REGULAR,0005419930,0003654669                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/15/2017,16:00:00,REGULAR,0005420258,0003654791                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/15/2017,20:00:00,REGULAR,0005420566,0003654918                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/16/2017,00:00:00,REGULAR,0005420672,0003654953                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/16/2017,04:00:00,REGULAR,0005420682,0003654961                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/16/2017,08:00:00,REGULAR,0005420781,0003655033                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/16/2017,12:00:00,REGULAR,0005421132,0003655242                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/16/2017,16:00:00,REGULAR,0005421431,0003655379                                          
C008,R099,00-03-02,DEKALB AV,BDNQR,BMT,06/16/2017,20:00:00,REGULAR,0005421697,0003655497                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/10/2017,00:00:00,REGULAR,0005680215,0003675561                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/10/2017,04:00:00,REGULAR,0005680242,0003675576                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/10/2017,08:00:00,REGULAR,0005680299,0003675597                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/10/2017,12:00:00,REGULAR,0005680481,0003675738                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/10/2017,16:00:00,REGULAR,0005680754,0003675862                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/10/2017,20:00:00,REGULAR,0005680960,0003675984                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/11/2017,00:00:00,REGULAR,0005681068,0003676043                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/11/2017,04:00:00,REGULAR,0005681088,0003676063                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/11/2017,08:00:00,REGULAR,0005681111,0003676088                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/11/2017,12:00:00,REGULAR,0005681259,0003676172                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/11/2017,16:00:00,REGULAR,0005681444,0003676297                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/11/2017,20:00:00,REGULAR,0005681604,0003676420                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/12/2017,00:00:00,REGULAR,0005681677,0003676468                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/12/2017,04:00:00,REGULAR,0005681692,0003676482                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/12/2017,08:00:00,REGULAR,0005681858,0003676645                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/12/2017,12:00:00,REGULAR,0005682418,0003676886                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/12/2017,16:00:00,REGULAR,0005682966,0003677025                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/12/2017,20:00:00,REGULAR,0005683374,0003677170                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/13/2017,00:00:00,REGULAR,0005683489,0003677203                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/13/2017,04:00:00,REGULAR,0005683499,0003677224                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/13/2017,08:00:00,REGULAR,0005683679,0003677310                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/13/2017,12:00:00,REGULAR,0005684285,0003677540                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/13/2017,16:00:00,REGULAR,0005684620,0003677676                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/13/2017,20:00:00,REGULAR,0005684996,0003677798                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/14/2017,00:00:00,REGULAR,0005685110,0003677846                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/14/2017,04:00:00,REGULAR,0005685127,0003677858                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/14/2017,08:00:00,REGULAR,0005685312,0003677942                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/14/2017,12:00:00,REGULAR,0005685920,0003678227                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/14/2017,16:00:00,REGULAR,0005686306,0003678384                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/14/2017,20:00:00,REGULAR,0005686697,0003678525                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/15/2017,00:00:00,REGULAR,0005686816,0003678582                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/15/2017,04:00:00,REGULAR,0005686838,0003678592                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/15/2017,08:00:00,REGULAR,0005687020,0003678690                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/15/2017,12:00:00,REGULAR,0005687668,0003678936                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/15/2017,16:00:00,REGULAR,0005688093,0003679117                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/15/2017,20:00:00,REGULAR,0005688507,0003679256                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/16/2017,00:00:00,REGULAR,0005688621,0003679299                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/16/2017,04:00:00,REGULAR,0005688637,0003679313                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/16/2017,08:00:00,REGULAR,0005688794,0003679413                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/16/2017,12:00:00,REGULAR,0005689337,0003679695                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/16/2017,16:00:00,REGULAR,0005689758,0003679870                                          
C008,R099,00-03-03,DEKALB AV,BDNQR,BMT,06/16/2017,20:00:00,REGULAR,0005690138,0003680028                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/10/2017,00:00:00,REGULAR,0004733823,0002195209                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/10/2017,04:00:00,REGULAR,0004733865,0002195235                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/10/2017,08:00:00,REGULAR,0004733992,0002195301                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/10/2017,12:00:00,REGULAR,0004734384,0002195447                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/10/2017,16:00:00,REGULAR,0004734818,0002195604                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/10/2017,20:00:00,REGULAR,0004735172,0002195758                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/11/2017,00:00:00,REGULAR,0004735356,0002195825                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/11/2017,04:00:00,REGULAR,0004735405,0002195849                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/11/2017,08:00:00,REGULAR,0004735497,0002195897                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/11/2017,12:00:00,REGULAR,0004735789,0002195999                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/11/2017,16:00:00,REGULAR,0004736142,0002196143                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/11/2017,20:00:00,REGULAR,0004736389,0002196279                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/12/2017,00:00:00,REGULAR,0004736546,0002196357                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/12/2017,04:00:00,REGULAR,0004736575,0002196376                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/12/2017,08:00:00,REGULAR,0004736947,0002196626                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/12/2017,12:00:00,REGULAR,0004737861,0002196914                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/12/2017,16:00:00,REGULAR,0004738601,0002197070                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/12/2017,20:00:00,REGULAR,0004739224,0002197211                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/13/2017,00:00:00,REGULAR,0004739432,0002197269                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/13/2017,04:00:00,REGULAR,0004739465,0002197305                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/13/2017,08:00:00,REGULAR,0004739833,0002197512                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/13/2017,12:00:00,REGULAR,0004740990,0002197776                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/13/2017,16:00:00,REGULAR,0004741568,0002197961                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/13/2017,20:00:00,REGULAR,0004742137,0002198102                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/14/2017,00:00:00,REGULAR,0004742373,0002198165                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/14/2017,04:00:00,REGULAR,0004742402,0002198197                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/14/2017,08:00:00,REGULAR,0004742735,0002198395                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/14/2017,12:00:00,REGULAR,0004743800,0002198658                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/14/2017,16:00:00,REGULAR,0004744397,0002198878                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/14/2017,20:00:00,REGULAR,0004745027,0002199039                                          
C008,R099,00-03-04,DEKALB AV,BDNQR,BMT,06/15/2017,00:00:00,REGULAR,0004745268,0002199131                                          
